******************************************************** 
*********  Electric Sweeper Enhanced Log File  ***** 
******************************************************** 
Date,20190227,'VE-Alpha4'
Time,Voltage,Current,Isolation,Range,SoC,Distance,Fan rpm,Fan Torque,Hyd. Pump rpm,Hyd. Pump Torque,SW Pump rpm,SW Pump Torque,Nozzle,Sidebrushes,WideSweepBrush,TempIGBT-Fan,Fan motor temp, Traction rpm, Traction torque,BMS1 Volts, BMS2 Volts 
8:05:49,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:50,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,3,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:05:51,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:52,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:53,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:54,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:05:55,6.600000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:56,6.600000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:57,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:58,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:59,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:00,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-2,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:06:01,6.600000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
